dur,sbytes,dbytes,spkts,dpkts,proto,state,label
0.5631217079722309,514.9319862904443,5963.542455447349,26,6,udp,REQ,0
3.612145717101025,570.343774347967,452758.0261619891,5,1,icmp,CON,0
1.5800948322545392,1895.129051393461,75.17693819539781,13,5,tcp,CON,0
1.0955310645311438,6215.062210519441,2794.5846723728523,1,9,tcp,CON,0
0.04070996891096311,55591.27487048889,10733.080322509431,15,30,tcp,CON,1
0.20351555029752622,598.0307049120898,3812.942208531107,7,7,tcp,INT,0
0.0718065223304168,59004.980697059895,2377.355215963865,20,17,udp,REQ,0
2.413477037375927,1733.2487175553886,221.75369259370783,8,8,icmp,INT,0
1.1028985843527175,2856.251589962319,4748.449800060326,26,1,tcp,CON,0
1.4775000740455082,668.8612514644262,656.2042163880262,7,4,udp,CON,0
0.0049918339197932695,70.11465061387189,37.34341497119116,35,9,tcp,CON,1
0.840853794037995,52402.159505145784,32506.14544401264,10,29,tcp,INT,1
2.14371545202561,13012.787335589483,20267.454252701013,16,19,tcp,CON,0
0.2864251502987364,1698.235221370018,3305.430343696186,3,3,tcp,REQ,0
0.24081478649959603,3408.342679701166,4713.327326801619,22,3,udp,CON,0
0.24313370739870846,8365.558984599576,25556.22038845467,23,3,icmp,REQ,0
0.43530447535257255,130.9621416278732,4668.90250569234,28,25,udp,REQ,0
0.8927133970330253,1034.7288030307632,18179.23176199558,7,19,udp,CON,0
0.678644480136404,14596.387699537025,1644.243367225356,11,15,udp,INT,0
0.4130675910647298,242.60173633117995,41108.388406782535,15,5,tcp,FIN,0
1.1356450486797585,5362.126252657627,5662.220744130682,2,7,icmp,FIN,0
0.1802814344728064,197.71693582135327,4394.47736489867,9,6,tcp,REQ,0
0.4146186144028827,7576.904098030561,235.06870252214165,1,3,udp,INT,0
0.5475326618650165,2775.863184820244,5291.789294581292,7,7,tcp,FIN,0
0.73072162543173,117.88815879479434,564.5845579448161,2,1,icmp,CON,0
1.8455232132370942,30622.144690801557,831.669018145534,2,2,icmp,CON,0
0.2672830345544283,685.958305280262,583.6192163496463,5,21,tcp,REQ,0
0.17328699720795065,1768.8898309590195,353.3751131463804,30,14,udp,INT,1
1.0770056655717126,4452.132146521014,208885.76572338553,10,6,tcp,INT,0
0.05707661970769025,29651.698828561966,42730.92277878804,1,7,udp,FIN,0
1.122399624779532,390.86270571476194,138792.460204828,7,5,icmp,FIN,0
0.2243535023728997,3372.3317556150773,258.32279876740597,2,13,tcp,CON,0
0.08071671705516509,7027.82817701745,3437.526667702358,9,15,icmp,REQ,0
3.5684253522083167,11922.840563373435,224.3000690991351,10,14,udp,INT,0
0.8089512821906815,12727.183260326148,741.4518663690146,40,13,udp,FIN,1
1.982797887375452,1430.7360653413923,475.2048780093075,13,3,tcp,FIN,0
0.43594543196250995,569.5346128786293,35566.80410582893,4,4,tcp,REQ,0
0.12333277800300749,3541.436681730101,1349.569111470829,14,7,tcp,REQ,0
1.383300915718394,349.22694253984076,25254.47552187698,6,4,icmp,CON,0
0.696109011102478,8.647748802372025,9979.03607707131,7,14,udp,REQ,0
0.15618268074533836,7137.512521691741,298724.6437681473,10,4,udp,CON,0
0.16405133475219602,54528.67400577121,154.64181220901693,5,2,icmp,CON,1
0.041992465732174904,26.42036538642765,36992.35244449589,11,5,tcp,REQ,0
2.8805074648716285,395.6534059775456,29521.725851257554,10,38,tcp,REQ,0
0.3593493322088233,10283.62930575668,425.4903735681744,4,3,icmp,REQ,0
1.3035069582779764,182588.62296484172,22342.962487627756,1,9,udp,REQ,0
0.4482558979891484,3107.5422373212346,5838.854597683149,1,6,udp,REQ,0
0.8809330750910743,695.0571813761525,1891.3525368805,25,1,udp,CON,0
0.1898937115156314,6203.192801449652,573.7128593130348,60,7,udp,FIN,1
0.2452663194094869,46618.50472042286,707.5307539842423,2,12,icmp,INT,0
4.191368559283472,818.9898099817399,179804.27759216764,5,7,udp,INT,0
0.3581388905131538,1808.4551931146725,2985.031677251545,45,20,icmp,CON,1
0.6732226606299798,3405.4257391916917,14246.406850551217,90,4,tcp,CON,1
2.7025823970410356,442.8994563642447,612.899660559653,1,1,icmp,FIN,0
0.218653058971986,11429.49896400272,626.5910578794127,15,27,udp,REQ,1
3.059322455123286,76830.49548421743,25951.108864747464,21,5,tcp,CON,0
0.11118655074373875,5688.253546823059,200.50668280650638,1,9,icmp,INT,0
0.2617616335575209,1799.5519491267332,1299.288991468522,3,15,icmp,REQ,0
0.01110767176483967,4988.994926069765,3190.8889419417624,155,4,icmp,CON,1
0.47223850416370416,130.79332199121237,3724.713457449099,10,12,tcp,REQ,0
0.5905563501530623,17434.73141911165,2083.518708049631,3,2,icmp,INT,0
0.37987253185059083,2551.216558052364,6579.010033679031,1,4,udp,REQ,0
2.117469438289121,2077.748579620694,11916.884173815472,1,2,tcp,CON,0
0.5294723994358441,1769513.3720241208,12955.49227243795,3,16,tcp,CON,0
0.39576340816109906,5418.128917893481,415.04725560023184,21,3,icmp,INT,0
0.18777769996985905,1988.2898740387955,1688.6586662032523,30,12,udp,FIN,1
0.18227777738475462,1270.6512046317182,32517.241123229098,13,28,tcp,FIN,0
1.9445803149296774,29640.33608937602,17841.71216936147,24,8,icmp,REQ,0
0.0929710425735708,3738.8779090553594,191.38384997023536,5,8,udp,CON,0
1.0401951215009566,503.7380203490843,6020.705961047789,15,6,icmp,CON,1
1.7753805314898137,18740.792969105274,57.02840638061867,7,4,icmp,INT,0
0.2658473286070631,783.4535924176121,3274.334116272301,23,7,tcp,INT,0
0.0013289808902245141,378968.30064337596,132658.57927371762,80,9,tcp,CON,1
2.027876132983351,25850.78201291533,447.7408321982279,1,41,icmp,INT,0
1.4725150888644536,1218.476039185191,561.9168633770115,12,27,tcp,FIN,0
1.5667954905455987,38639.59177611177,13739.903784192149,9,19,tcp,FIN,0
0.35405148625044325,10242.728413388942,136.2371298929798,115,21,udp,REQ,1
0.09231511861655561,16408.378216835412,840.9144580468419,2,6,udp,INT,0
0.532671206899479,7859.400691291568,9826.934127884975,8,11,icmp,REQ,0
0.02955602510506792,1645.6635877845545,838.3438215822714,105,22,icmp,INT,1
2.386235485989867,822.9540241324688,1859.494630167701,6,5,icmp,INT,0
1.171561430054849,23386.67360746476,13205.271971644868,7,31,icmp,FIN,0
0.48218256150156114,1526.0673346218025,6926.37707632341,1,6,udp,CON,0
0.07880167896573946,1329.6926090869952,5082.897706385773,4,9,tcp,INT,0
0.4469860204924245,441.31320611147805,1512.85737269009,4,12,udp,INT,0
0.4719770558209576,6954.874997721672,6248.659442584739,28,29,icmp,INT,0
0.3138901881498578,553303.5955034769,2327.46422811106,20,3,icmp,CON,1
1.217867230711224,352.4589534967881,7447.332695758858,6,14,udp,REQ,0
2.6187022948818175,3128.90666231034,1103.3827307397737,11,7,udp,REQ,0
0.7668793600515718,50233.68571559467,2069.085603532776,2,3,icmp,INT,0
0.15284687233860228,2542.0273667071233,411.61334055747847,7,15,tcp,INT,0
1.4989516131799192,7366.836055255528,2779.384501928277,13,8,icmp,REQ,0
0.3432942607384474,1068.3014458622442,588.7480143919765,100,11,udp,REQ,1
0.9886649938629946,7020.6718278615635,321.14961332670873,10,4,icmp,FIN,0
0.3537335920131275,6150.715888492592,5000.645563144288,55,7,icmp,INT,1
0.8169776778123335,21406.716167164475,4561.831888247013,2,10,tcp,REQ,0
0.8876146065327204,32041.015746488963,14267.613676563387,28,5,icmp,FIN,0
0.6693770326901128,529202.9491415403,1258.59193209398,2,3,icmp,CON,0
0.030897328788136474,9502.083282357029,6741.958185433297,15,31,icmp,INT,0
0.137000922230239,5719.248148498574,8969.589089177618,3,7,udp,REQ,0
0.038320417551664585,4397.399415123026,7255.736059588381,26,13,udp,INT,0
1.2140754611130593,1470.9554202217657,571.7447407777116,13,6,tcp,FIN,0
0.4528760505541198,5866.231344267966,4018.7531207874417,14,5,icmp,REQ,0
0.8525246125610281,1651.1002778539905,6175.101459869694,3,5,udp,CON,0
2.8575186358151705,4175.2184218999355,3024.064098945112,6,5,tcp,CON,0
0.34408658757995797,41572.537467392576,45.926609798507045,10,8,icmp,FIN,0
0.633938369859207,398.18426257518024,4109.181946700314,14,8,tcp,CON,0
1.6904989770463,29136.796014863485,248963.62459078972,2,7,tcp,CON,0
0.3117661883008728,41532.441955011716,1450.8740725970029,32,2,tcp,CON,0
0.09612513426021163,2353.9803634791,694.9541028291437,21,7,tcp,CON,0
0.4105683646644685,42.78939116913068,6289.879042754094,3,2,tcp,CON,0
0.2109700302000754,883.9106879573454,5567.806342308202,17,2,tcp,CON,0
3.18594010305675,39894.31426589201,32385.637965387756,7,26,tcp,CON,0
0.39621289931629666,8543.07390511836,240.87152213882098,30,9,icmp,REQ,1
1.2041930286246372,403.9921856849823,12871.366925270355,4,11,icmp,CON,0
2.4618236766249755,1086.2103319214293,9709.345191502469,9,5,tcp,REQ,0
1.9535627288886677,16014.343253784395,2243.3081905267927,13,23,icmp,INT,0
0.2477945716303669,8896.979680680844,5868.619086589604,6,10,tcp,FIN,0
2.6769760862826733,1848.5111340738665,23363.14274469242,10,14,icmp,CON,0
0.1860239764718813,4293.954855697746,17062.370464202744,60,5,udp,FIN,1
1.9768179495642793,1361.6925158202803,303.0692647296117,12,31,tcp,CON,0
2.7170911791434773,471.1514682706986,15372.20632169747,1,17,udp,REQ,0
0.4592768597019821,75414.23874496264,2619.1962894293756,19,19,tcp,CON,0
0.139910592148621,1564.5586674537485,3448.6847175031553,6,2,tcp,INT,0
0.06208481907345153,102020.52834684774,3450.912548990541,15,3,udp,FIN,1
0.6684692312983372,62481.894380539794,2207.275044973029,3,4,udp,FIN,0
2.044595671966734,21952.18145093974,32319.142936000495,7,3,udp,INT,0
2.3656139662558,1257.347188567513,2521.386128567168,21,19,tcp,REQ,0
0.008371691017980775,6683.92173722103,317.6365305028694,5,1,udp,REQ,0
0.8578513912062669,2840.140458691919,1356.8760141667274,14,1,udp,INT,0
0.1296655970204811,1467.3430086524413,4261.555159758106,5,4,icmp,FIN,1
0.3014008059309894,5702.83422924016,34836.7996619453,7,3,icmp,CON,0
0.15321646985477616,282.0037638064406,9958.576014221118,46,3,udp,REQ,0
0.4942902958349189,32059.818885863813,543.9892265402644,14,16,udp,CON,0
3.4357453472293797,1177.0486089179592,429501.2081642977,3,8,udp,FIN,0
0.46846056345776926,4457.392851940184,5062.170495338402,7,1,udp,CON,0
0.8777433669121822,5253.1109557644195,38207.28472411709,3,6,icmp,INT,0
1.4569043722570258,1776.1263296673617,2200.7888270843378,6,5,tcp,REQ,0
0.5423693987603548,9637.216517867848,8662.152172202515,15,2,udp,REQ,0
0.8562715531900079,3459.2427143898076,15977.50395462943,70,11,udp,INT,1
3.9384118374496775,17027.664006247556,34077.39102249365,3,12,icmp,INT,0
0.3480735539906463,201.9541395119602,24704.3991687757,25,13,udp,REQ,0
0.8251911341566166,3838.20143321745,17058.331257071175,9,13,udp,REQ,0
0.4295165520948561,144041.68244798106,1587.3584121807614,5,1,icmp,REQ,0
0.40229961165729805,403.161550275005,950.04363592075,7,30,udp,FIN,0
0.009020274663725408,2305.660228530186,5797.691039577216,45,16,udp,FIN,1
1.1285904851791118,8331.64087301861,19269.063178457483,8,23,icmp,FIN,0
0.8382235593955661,4269.122424385931,1909.4272337427344,7,1,tcp,CON,0
0.06342130485647098,6010.481847132196,25092.993216523697,7,26,udp,FIN,0
0.3919511052124432,7929.729953732966,54460.63853333467,2,16,udp,REQ,0
2.8666331413072084,10608.840448886993,476.9244830286411,16,18,tcp,FIN,0
0.06572653251409849,82290.5842594939,559.005097685302,40,1,icmp,REQ,1
0.1878370331825637,6765.810314576747,2251.2702291461237,2,13,tcp,INT,0
0.8067265313683635,1839.9334670971027,5514.991201876722,14,31,udp,CON,0
5.092844379138311,11443.159448876984,1044.0534583689703,26,11,tcp,CON,0
0.33257377627167145,133220.89175411954,44551.68958345245,28,9,icmp,INT,0
1.338186012356752,2286.3970278174,6961.384966949387,5,28,udp,REQ,0
0.3441330302974711,1273.5374222292871,3225.663990231006,10,6,icmp,CON,1
0.3255998068029669,27286.881609925495,168.70994730260648,7,9,icmp,FIN,0
0.3126597428381559,7029.353100737702,214.5125762413093,10,7,tcp,REQ,1
0.5502273591171648,38.654411489816255,5229.225721849154,26,26,tcp,CON,0
1.2006044972781256,16233.679657309489,41.88001514749582,2,1,icmp,INT,0
1.2046053925651659,1021.8230635078024,22590.27582165532,3,7,icmp,REQ,0
0.9208622999428185,2487.251178763295,2172.6269952782636,5,12,udp,CON,0
0.02271099811478903,17371.269629616476,1955557.6216349336,25,15,icmp,INT,1
2.1643737530955565,4363.367320875329,301291.1949717558,16,9,icmp,REQ,0
0.4641723524008759,12319.06860859615,2073.7251566244595,6,23,tcp,FIN,0
0.24771852792906784,1247.662723577101,2409.864967754001,2,28,icmp,REQ,0
0.04995571175321424,8318.286776721587,21832.676051793136,3,1,icmp,FIN,0
1.0725340855135002,1773.8482974884676,89890.29126821917,7,5,tcp,REQ,0
1.3582220811208185,13064.069593742515,112.61127964188776,2,1,udp,INT,0
0.02007233707016474,10206.039868818629,83.70084468752016,9,4,tcp,FIN,0
0.861156701459386,459.033226307814,859.1387112714356,8,8,tcp,FIN,0
0.30818897646594917,26159.40949120164,9561.263535982627,12,23,icmp,REQ,0
1.2433492098572303,1020.5256429583762,8052.574887066961,27,18,icmp,CON,0
0.0459850134093921,45013.9574056063,25324.888085294195,120,2,udp,FIN,1
1.4090550330812628,6214.090332640539,270.59004955329976,28,1,icmp,REQ,0
0.11735008823546443,353267.07712238096,29.012079393218706,15,9,udp,INT,1
3.3124125813651686,1906.5832319019885,16581.25949638704,2,8,udp,REQ,0
0.17753329612713473,1482.3240034396174,568.8446955461545,4,3,udp,REQ,0
0.500558920794206,2867.3994649786723,52.61621126543298,22,22,udp,FIN,0
0.14453314204439568,1625.6132924998553,3984.342133575515,34,25,icmp,CON,0
0.6206856953161737,44289.19816493105,14564.631612752055,95,5,tcp,INT,1
2.5180004485931926,117.61055479871342,2335.2768672162824,2,21,tcp,FIN,0
0.3579928440737867,362.3589016545168,1193.091632524664,28,5,icmp,FIN,0
1.2945152868526975,352.26867188048703,2167.382583318871,6,13,icmp,FIN,0
2.0393808871670656,19942.635054295326,1420.5998275885008,1,7,udp,INT,0
0.9721588328238097,91237.99901610863,201.12081077221097,6,2,icmp,CON,0
0.9051352922327353,2418.980774626456,713.8255794549608,1,25,tcp,INT,0
